Imdb Rank,Title,Season,Episode,Type,Episode Rating,Episode Rating Count,Global Series Rating,Global Rating Count,Duration (min),Genres,Day,Month,Year
1,Breaking Bad,1,1,TV Series,9.0,42489,9.5,2106387,45.0,"Crime ,Drama ,Thriller",20.0,1.0,2008.0
1,Breaking Bad,4,4,TV Series,8.5,22808,9.5,2106387,45.0,"Crime ,Drama ,Thriller",7.0,8.0,2011.0
1,Breaking Bad,4,3,TV Series,8.0,24012,9.5,2106387,45.0,"Crime ,Drama ,Thriller",31.0,7.0,2011.0
1,Breaking Bad,4,2,TV Series,8.2,23671,9.5,2106387,45.0,"Crime ,Drama ,Thriller",24.0,7.0,2011.0
1,Breaking Bad,4,1,TV Series,9.2,28602,9.5,2106387,45.0,"Crime ,Drama ,Thriller",17.0,7.0,2011.0
1,Breaking Bad,5,5,TV Series,9.7,39873,9.5,2106387,45.0,"Crime ,Drama ,Thriller",12.0,8.0,2012.0
1,Breaking Bad,4,12,TV Series,9.5,30646,9.5,2106387,45.0,"Crime ,Drama ,Thriller",2.0,10.0,2011.0
1,Breaking Bad,2,11,TV Series,8.9,25146,9.5,2106387,45.0,"Crime ,Drama ,Thriller",17.0,5.0,2009.0
1,Breaking Bad,2,10,TV Series,8.4,24293,9.5,2106387,45.0,"Crime ,Drama ,Thriller",10.0,5.0,2009.0
1,Breaking Bad,2,9,TV Series,9.1,28380,9.5,2106387,45.0,"Crime ,Drama ,Thriller",3.0,5.0,2009.0
1,Breaking Bad,2,8,TV Series,9.2,29839,9.5,2106387,45.0,"Crime ,Drama ,Thriller",26.0,4.0,2009.0
1,Breaking Bad,2,7,TV Series,8.6,24916,9.5,2106387,45.0,"Crime ,Drama ,Thriller",19.0,4.0,2009.0
1,Breaking Bad,2,6,TV Series,8.8,27234,9.5,2106387,45.0,"Crime ,Drama ,Thriller",12.0,4.0,2009.0
1,Breaking Bad,2,5,TV Series,8.3,24760,9.5,2106387,45.0,"Crime ,Drama ,Thriller",5.0,4.0,2009.0
1,Breaking Bad,2,4,TV Series,8.2,25450,9.5,2106387,45.0,"Crime ,Drama ,Thriller",29.0,3.0,2009.0
1,Breaking Bad,2,3,TV Series,8.3,25350,9.5,2106387,45.0,"Crime ,Drama ,Thriller",22.0,3.0,2009.0
1,Breaking Bad,2,2,TV Series,9.3,30298,9.5,2106387,45.0,"Crime ,Drama ,Thriller",15.0,3.0,2009.0
1,Breaking Bad,3,4,TV Series,8.2,23454,9.5,2106387,45.0,"Crime ,Drama ,Thriller",11.0,4.0,2010.0
1,Breaking Bad,3,3,TV Series,8.4,23305,9.5,2106387,45.0,"Crime ,Drama ,Thriller",4.0,4.0,2010.0
1,Breaking Bad,3,2,TV Series,8.6,23475,9.5,2106387,45.0,"Crime ,Drama ,Thriller",28.0,3.0,2010.0
1,Breaking Bad,3,1,TV Series,8.5,24019,9.5,2106387,45.0,"Crime ,Drama ,Thriller",21.0,3.0,2010.0
1,Breaking Bad,2,13,TV Series,9.2,27788,9.5,2106387,45.0,"Crime ,Drama ,Thriller",31.0,5.0,2009.0
1,Breaking Bad,2,12,TV Series,9.3,28293,9.5,2106387,45.0,"Crime ,Drama ,Thriller",24.0,5.0,2009.0
1,Breaking Bad,5,14,TV Series,10.0,212444,9.5,2106387,45.0,"Crime ,Drama ,Thriller",15.0,9.0,2013.0
1,Breaking Bad,5,7,TV Series,9.6,36531,9.5,2106387,45.0,"Crime ,Drama ,Thriller",26.0,8.0,2012.0
1,Breaking Bad,5,6,TV Series,9.0,27987,9.5,2106387,45.0,"Crime ,Drama ,Thriller",19.0,8.0,2012.0
1,Breaking Bad,5,13,TV Series,9.8,53974,9.5,2106387,45.0,"Crime ,Drama ,Thriller",8.0,9.0,2013.0
1,Breaking Bad,5,12,TV Series,9.1,31652,9.5,2106387,45.0,"Crime ,Drama ,Thriller",1.0,9.0,2013.0
1,Breaking Bad,5,11,TV Series,9.6,36563,9.5,2106387,45.0,"Crime ,Drama ,Thriller",25.0,8.0,2013.0
1,Breaking Bad,5,10,TV Series,9.2,30316,9.5,2106387,45.0,"Crime ,Drama ,Thriller",18.0,8.0,2013.0
1,Breaking Bad,5,9,TV Series,9.4,34007,9.5,2106387,45.0,"Crime ,Drama ,Thriller",11.0,8.0,2013.0
1,Breaking Bad,5,8,TV Series,9.6,35574,9.5,2106387,45.0,"Crime ,Drama ,Thriller",2.0,9.0,2012.0
1,Breaking Bad,4,13,TV Series,9.9,73536,9.5,2106387,45.0,"Crime ,Drama ,Thriller",9.0,10.0,2011.0
1,Breaking Bad,5,1,TV Series,9.2,31953,9.5,2106387,45.0,"Crime ,Drama ,Thriller",15.0,7.0,2012.0
1,Breaking Bad,5,2,TV Series,8.8,27840,9.5,2106387,45.0,"Crime ,Drama ,Thriller",22.0,7.0,2012.0
1,Breaking Bad,5,3,TV Series,8.8,27249,9.5,2106387,45.0,"Crime ,Drama ,Thriller",29.0,7.0,2012.0
1,Breaking Bad,5,4,TV Series,8.8,27442,9.5,2106387,45.0,"Crime ,Drama ,Thriller",5.0,8.0,2012.0
1,Breaking Bad,2,1,TV Series,8.6,26368,9.5,2106387,45.0,"Crime ,Drama ,Thriller",8.0,3.0,2009.0
1,Breaking Bad,1,2,TV Series,8.6,31035,9.5,2106387,45.0,"Crime ,Drama ,Thriller",27.0,1.0,2008.0
1,Breaking Bad,3,13,TV Series,9.7,36144,9.5,2106387,45.0,"Crime ,Drama ,Thriller",13.0,6.0,2010.0
1,Breaking Bad,3,6,TV Series,9.3,26793,9.5,2106387,45.0,"Crime ,Drama ,Thriller",25.0,4.0,2010.0
1,Breaking Bad,3,5,TV Series,8.5,22798,9.5,2106387,45.0,"Crime ,Drama ,Thriller",18.0,4.0,2010.0
1,Breaking Bad,3,12,TV Series,9.5,31999,9.5,2106387,45.0,"Crime ,Drama ,Thriller",6.0,6.0,2010.0
1,Breaking Bad,3,11,TV Series,8.4,22986,9.5,2106387,45.0,"Crime ,Drama ,Thriller",30.0,5.0,2010.0
1,Breaking Bad,3,10,TV Series,7.9,41098,9.5,2106387,45.0,"Crime ,Drama ,Thriller",23.0,5.0,2010.0
1,Breaking Bad,3,9,TV Series,8.4,23120,9.5,2106387,45.0,"Crime ,Drama ,Thriller",16.0,5.0,2010.0
1,Breaking Bad,3,8,TV Series,8.7,23448,9.5,2106387,45.0,"Crime ,Drama ,Thriller",9.0,5.0,2010.0
1,Breaking Bad,3,7,TV Series,9.6,32865,9.5,2106387,45.0,"Crime ,Drama ,Thriller",2.0,5.0,2010.0
1,Breaking Bad,1,3,TV Series,8.7,30069,9.5,2106387,45.0,"Crime ,Drama ,Thriller",10.0,2.0,2008.0
1,Breaking Bad,1,4,TV Series,8.2,28945,9.5,2106387,45.0,"Crime ,Drama ,Thriller",17.0,2.0,2008.0
1,Breaking Bad,1,5,TV Series,8.3,28454,9.5,2106387,45.0,"Crime ,Drama ,Thriller",24.0,2.0,2008.0
1,Breaking Bad,1,6,TV Series,9.3,33591,9.5,2106387,45.0,"Crime ,Drama ,Thriller",2.0,3.0,2008.0
1,Breaking Bad,1,7,TV Series,8.8,29067,9.5,2106387,45.0,"Crime ,Drama ,Thriller",9.0,3.0,2008.0
1,Breaking Bad,4,7,TV Series,8.8,23903,9.5,2106387,45.0,"Crime ,Drama ,Thriller",28.0,8.0,2011.0
1,Breaking Bad,4,6,TV Series,8.4,23106,9.5,2106387,45.0,"Crime ,Drama ,Thriller",21.0,8.0,2011.0
1,Breaking Bad,5,16,TV Series,9.9,137681,9.5,2106387,45.0,"Crime ,Drama ,Thriller",29.0,9.0,2013.0
1,Breaking Bad,5,15,TV Series,9.7,52715,9.5,2106387,45.0,"Crime ,Drama ,Thriller",22.0,9.0,2013.0
1,Breaking Bad,4,11,TV Series,9.7,40068,9.5,2106387,45.0,"Crime ,Drama ,Thriller",25.0,9.0,2011.0
1,Breaking Bad,4,10,TV Series,9.6,34135,9.5,2106387,45.0,"Crime ,Drama ,Thriller",18.0,9.0,2011.0
1,Breaking Bad,4,9,TV Series,8.9,24264,9.5,2106387,45.0,"Crime ,Drama ,Thriller",11.0,9.0,2011.0
1,Breaking Bad,4,8,TV Series,9.3,27009,9.5,2106387,45.0,"Crime ,Drama ,Thriller",4.0,9.0,2011.0
1,Breaking Bad,4,5,TV Series,8.6,22863,9.5,2106387,45.0,"Crime ,Drama ,Thriller",14.0,8.0,2011.0
2,Planet Earth II,1,4,TV Mini Series,8.8,3093,9.5,156311,298.0,Documentary,11.0,3.0,2017.0
2,Planet Earth II,1,3,TV Mini Series,8.9,3456,9.5,156311,298.0,Documentary,4.0,3.0,2017.0
2,Planet Earth II,1,1,TV Mini Series,9.4,5037,9.5,156311,298.0,Documentary,18.0,2.0,2017.0
2,Planet Earth II,1,2,TV Mini Series,9.1,3891,9.5,156311,298.0,Documentary,25.0,2.0,2017.0
2,Planet Earth II,1,6,TV Mini Series,9.0,3015,9.5,156311,298.0,Documentary,25.0,3.0,2017.0
2,Planet Earth II,1,5,TV Mini Series,8.7,2847,9.5,156311,298.0,Documentary,18.0,3.0,2017.0
3,Planet Earth,1,1,TV Mini Series,9.0,4145,9.4,218687,538.0,"Documentary ,Family",25.0,3.0,2007.0
3,Planet Earth,1,7,TV Mini Series,8.6,2816,9.4,218687,538.0,"Documentary ,Family",8.0,4.0,2007.0
3,Planet Earth,1,2,TV Mini Series,8.8,3574,9.4,218687,538.0,"Documentary ,Family",25.0,3.0,2007.0
3,Planet Earth,1,3,TV Mini Series,8.8,3291,9.4,218687,538.0,"Documentary ,Family",15.0,4.0,2007.0
3,Planet Earth,1,10,TV Mini Series,8.8,2672,9.4,218687,538.0,"Documentary ,Family",22.0,4.0,2007.0
3,Planet Earth,1,11,TV Mini Series,8.9,2747,9.4,218687,538.0,"Documentary ,Family",25.0,3.0,2007.0
3,Planet Earth,1,4,TV Mini Series,8.8,3189,9.4,218687,538.0,"Documentary ,Family",22.0,4.0,2007.0
3,Planet Earth,1,5,TV Mini Series,8.6,3046,9.4,218687,538.0,"Documentary ,Family",1.0,4.0,2007.0
3,Planet Earth,1,6,TV Mini Series,8.9,2995,9.4,218687,538.0,"Documentary ,Family",1.0,4.0,2007.0
3,Planet Earth,1,9,TV Mini Series,8.8,2775,9.4,218687,538.0,"Documentary ,Family",8.0,4.0,2007.0
3,Planet Earth,1,8,TV Mini Series,8.9,2898,9.4,218687,538.0,"Documentary ,Family",8.0,4.0,2007.0
4,Band of Brothers,1,10,TV Mini Series,9.2,8274,9.4,518235,594.0,"Drama ,History ,War",4.0,11.0,2001.0
4,Band of Brothers,1,6,TV Mini Series,9.2,9952,9.4,518235,594.0,"Drama ,History ,War",7.0,10.0,2001.0
4,Band of Brothers,1,3,TV Mini Series,9.0,9473,9.4,518235,594.0,"Drama ,History ,War",16.0,9.0,2001.0
4,Band of Brothers,1,1,TV Mini Series,8.6,11336,9.4,518235,594.0,"Drama ,History ,War",9.0,9.0,2001.0
4,Band of Brothers,1,4,TV Mini Series,8.8,8898,9.4,518235,594.0,"Drama ,History ,War",23.0,9.0,2001.0
4,Band of Brothers,1,5,TV Mini Series,8.8,8724,9.4,518235,594.0,"Drama ,History ,War",30.0,9.0,2001.0
4,Band of Brothers,1,2,TV Mini Series,9.1,10471,9.4,518235,594.0,"Drama ,History ,War",9.0,9.0,2001.0
4,Band of Brothers,1,9,TV Mini Series,9.5,10690,9.4,518235,594.0,"Drama ,History ,War",28.0,10.0,2001.0
4,Band of Brothers,1,8,TV Mini Series,8.7,8041,9.4,518235,594.0,"Drama ,History ,War",21.0,10.0,2001.0
4,Band of Brothers,1,7,TV Mini Series,9.4,9570,9.4,518235,594.0,"Drama ,History ,War",14.0,10.0,2001.0
5,Chernobyl,1,2,TV Mini Series,9.6,52001,9.3,851248,330.0,"Drama ,History ,Thriller",13.0,5.0,2019.0
5,Chernobyl,1,3,TV Mini Series,9.5,48675,9.3,851248,330.0,"Drama ,History ,Thriller",20.0,5.0,2019.0
5,Chernobyl,1,1,TV Mini Series,9.4,55059,9.3,851248,330.0,"Drama ,History ,Thriller",6.0,5.0,2019.0
5,Chernobyl,1,5,TV Mini Series,9.8,62546,9.3,851248,330.0,"Drama ,History ,Thriller",3.0,6.0,2019.0
5,Chernobyl,1,4,TV Mini Series,9.3,45968,9.3,851248,330.0,"Drama ,History ,Thriller",27.0,5.0,2019.0
6,The Wire,3,10,TV Series,8.7,4071,9.3,372513,59.0,"Crime ,Drama ,Thriller",28.0,11.0,2004.0
6,The Wire,1,4,TV Series,8.2,5574,9.3,372513,59.0,"Crime ,Drama ,Thriller",23.0,6.0,2002.0
6,The Wire,5,1,TV Series,8.0,3776,9.3,372513,59.0,"Crime ,Drama ,Thriller",6.0,1.0,2008.0
6,The Wire,5,2,TV Series,8.1,3631,9.3,372513,59.0,"Crime ,Drama ,Thriller",13.0,1.0,2008.0
6,The Wire,5,3,TV Series,8.5,3710,9.3,372513,59.0,"Crime ,Drama ,Thriller",20.0,1.0,2008.0
6,The Wire,5,4,TV Series,8.8,3862,9.3,372513,59.0,"Crime ,Drama ,Thriller",27.0,1.0,2008.0
6,The Wire,5,5,TV Series,8.6,3681,9.3,372513,59.0,"Crime ,Drama ,Thriller",3.0,2.0,2008.0
6,The Wire,5,6,TV Series,8.3,3567,9.3,372513,59.0,"Crime ,Drama ,Thriller",10.0,2.0,2008.0
6,The Wire,5,7,TV Series,8.5,3647,9.3,372513,59.0,"Crime ,Drama ,Thriller",17.0,2.0,2008.0
6,The Wire,5,8,TV Series,8.9,4117,9.3,372513,59.0,"Crime ,Drama ,Thriller",24.0,2.0,2008.0
6,The Wire,5,9,TV Series,9.3,4619,9.3,372513,59.0,"Crime ,Drama ,Thriller",2.0,3.0,2008.0
6,The Wire,5,10,TV Series,9.6,6663,9.3,372513,59.0,"Crime ,Drama ,Thriller",9.0,3.0,2008.0
6,The Wire,4,8,TV Series,8.5,3776,9.3,372513,59.0,"Crime ,Drama ,Thriller",5.0,11.0,2006.0
6,The Wire,4,9,TV Series,8.5,3715,9.3,372513,59.0,"Crime ,Drama ,Thriller",12.0,11.0,2006.0
6,The Wire,4,10,TV Series,8.8,3965,9.3,372513,59.0,"Crime ,Drama ,Thriller",19.0,11.0,2006.0
6,The Wire,4,11,TV Series,8.9,4090,9.3,372513,59.0,"Crime ,Drama ,Thriller",26.0,11.0,2006.0
6,The Wire,4,12,TV Series,9.3,4720,9.3,372513,59.0,"Crime ,Drama ,Thriller",3.0,12.0,2006.0
6,The Wire,1,3,TV Series,8.2,5765,9.3,372513,59.0,"Crime ,Drama ,Thriller",16.0,6.0,2002.0
6,The Wire,1,1,TV Series,7.8,7547,9.3,372513,59.0,"Crime ,Drama ,Thriller",2.0,6.0,2002.0
6,The Wire,3,11,TV Series,9.6,6892,9.3,372513,59.0,"Crime ,Drama ,Thriller",12.0,12.0,2004.0
6,The Wire,1,5,TV Series,8.3,5322,9.3,372513,59.0,"Crime ,Drama ,Thriller",30.0,6.0,2002.0
6,The Wire,1,6,TV Series,8.5,5487,9.3,372513,59.0,"Crime ,Drama ,Thriller",7.0,7.0,2002.0
6,The Wire,1,7,TV Series,8.4,5160,9.3,372513,59.0,"Crime ,Drama ,Thriller",21.0,7.0,2002.0
6,The Wire,2,11,TV Series,9.1,5338,9.3,372513,59.0,"Crime ,Drama ,Thriller",17.0,8.0,2003.0
6,The Wire,2,12,TV Series,9.0,4979,9.3,372513,59.0,"Crime ,Drama ,Thriller",24.0,8.0,2003.0
6,The Wire,3,1,TV Series,8.0,4179,9.3,372513,59.0,"Crime ,Drama ,Thriller",19.0,9.0,2004.0
6,The Wire,3,2,TV Series,8.3,4089,9.3,372513,59.0,"Crime ,Drama ,Thriller",26.0,9.0,2004.0
6,The Wire,3,3,TV Series,8.4,4088,9.3,372513,59.0,"Crime ,Drama ,Thriller",3.0,10.0,2004.0
6,The Wire,3,4,TV Series,8.4,4038,9.3,372513,59.0,"Crime ,Drama ,Thriller",10.0,10.0,2004.0
6,The Wire,3,5,TV Series,8.5,4030,9.3,372513,59.0,"Crime ,Drama ,Thriller",17.0,10.0,2004.0
6,The Wire,3,6,TV Series,8.6,4044,9.3,372513,59.0,"Crime ,Drama ,Thriller",31.0,10.0,2004.0
6,The Wire,3,7,TV Series,8.5,3955,9.3,372513,59.0,"Crime ,Drama ,Thriller",7.0,11.0,2004.0
6,The Wire,3,8,TV Series,8.9,4389,9.3,372513,59.0,"Crime ,Drama ,Thriller",14.0,11.0,2004.0
6,The Wire,3,9,TV Series,8.7,4078,9.3,372513,59.0,"Crime ,Drama ,Thriller",21.0,11.0,2004.0
6,The Wire,2,10,TV Series,9.0,4834,9.3,372513,59.0,"Crime ,Drama ,Thriller",10.0,8.0,2003.0
6,The Wire,2,9,TV Series,8.5,4312,9.3,372513,59.0,"Crime ,Drama ,Thriller",3.0,8.0,2003.0
6,The Wire,2,8,TV Series,8.4,4267,9.3,372513,59.0,"Crime ,Drama ,Thriller",27.0,7.0,2003.0
6,The Wire,2,7,TV Series,8.2,4213,9.3,372513,59.0,"Crime ,Drama ,Thriller",13.0,7.0,2003.0
6,The Wire,2,5,TV Series,8.1,4264,9.3,372513,59.0,"Crime ,Drama ,Thriller",29.0,6.0,2003.0
6,The Wire,4,13,TV Series,9.5,5921,9.3,372513,59.0,"Crime ,Drama ,Thriller",10.0,12.0,2006.0
6,The Wire,4,7,TV Series,8.4,3711,9.3,372513,59.0,"Crime ,Drama ,Thriller",29.0,10.0,2006.0
6,The Wire,4,6,TV Series,8.7,3933,9.3,372513,59.0,"Crime ,Drama ,Thriller",15.0,10.0,2006.0
6,The Wire,4,5,TV Series,8.5,3769,9.3,372513,59.0,"Crime ,Drama ,Thriller",8.0,10.0,2006.0
6,The Wire,4,4,TV Series,8.3,3755,9.3,372513,59.0,"Crime ,Drama ,Thriller",1.0,10.0,2006.0
6,The Wire,4,3,TV Series,8.6,3890,9.3,372513,59.0,"Crime ,Drama ,Thriller",24.0,9.0,2006.0
6,The Wire,4,2,TV Series,8.4,3841,9.3,372513,59.0,"Crime ,Drama ,Thriller",17.0,9.0,2006.0
6,The Wire,4,1,TV Series,8.3,4043,9.3,372513,59.0,"Crime ,Drama ,Thriller",10.0,9.0,2006.0
6,The Wire,3,12,TV Series,9.3,5125,9.3,372513,59.0,"Crime ,Drama ,Thriller",19.0,12.0,2004.0
6,The Wire,1,2,TV Series,8.2,6143,9.3,372513,59.0,"Crime ,Drama ,Thriller",9.0,6.0,2002.0
6,The Wire,1,8,TV Series,8.5,5142,9.3,372513,59.0,"Crime ,Drama ,Thriller",28.0,7.0,2002.0
6,The Wire,1,12,TV Series,9.1,5763,9.3,372513,59.0,"Crime ,Drama ,Thriller",1.0,9.0,2002.0
6,The Wire,2,2,TV Series,8.1,4565,9.3,372513,59.0,"Crime ,Drama ,Thriller",8.0,6.0,2003.0
6,The Wire,2,1,TV Series,7.7,4906,9.3,372513,59.0,"Crime ,Drama ,Thriller",1.0,6.0,2003.0
6,The Wire,1,13,TV Series,9.0,5616,9.3,372513,59.0,"Crime ,Drama ,Thriller",8.0,9.0,2002.0
6,The Wire,1,10,TV Series,9.2,6142,9.3,372513,59.0,"Crime ,Drama ,Thriller",11.0,8.0,2002.0
6,The Wire,2,6,TV Series,8.8,4865,9.3,372513,59.0,"Crime ,Drama ,Thriller",6.0,7.0,2003.0
6,The Wire,2,4,TV Series,8.0,4348,9.3,372513,59.0,"Crime ,Drama ,Thriller",22.0,6.0,2003.0
6,The Wire,2,3,TV Series,8.1,4428,9.3,372513,59.0,"Crime ,Drama ,Thriller",15.0,6.0,2003.0
6,The Wire,1,9,TV Series,8.7,5336,9.3,372513,59.0,"Crime ,Drama ,Thriller",4.0,8.0,2002.0
6,The Wire,1,11,TV Series,8.8,5300,9.3,372513,59.0,"Crime ,Drama ,Thriller",18.0,8.0,2002.0
7,Avatar: The Last Airbender,1,1,TV Series,7.9,6145,9.3,356635,23.0,"Animation ,Action ,Adventure",21.0,2.0,2005.0
7,Avatar: The Last Airbender,1,2,TV Series,8.1,5536,9.3,356635,23.0,"Animation ,Action ,Adventure",21.0,2.0,2005.0
7,Avatar: The Last Airbender,1,0,TV Series,8.4,2763,9.3,356635,23.0,"Animation ,Action ,Adventure",21.0,2.0,2005.0
7,Avatar: The Last Airbender,1,4,TV Series,8.0,5260,9.3,356635,23.0,"Animation ,Action ,Adventure",4.0,3.0,2005.0
7,Avatar: The Last Airbender,1,3,TV Series,8.4,5419,9.3,356635,23.0,"Animation ,Action ,Adventure",25.0,2.0,2005.0
7,Avatar: The Last Airbender,3,13,TV Series,9.2,5223,9.3,356635,23.0,"Animation ,Action ,Adventure",15.0,7.0,2008.0
7,Avatar: The Last Airbender,2,9,TV Series,8.5,4421,9.3,356635,23.0,"Animation ,Action ,Adventure",2.0,6.0,2006.0
7,Avatar: The Last Airbender,2,16,TV Series,8.8,4874,9.3,356635,23.0,"Animation ,Action ,Adventure",13.0,10.0,2006.0
7,Avatar: The Last Airbender,2,15,TV Series,9.2,6754,9.3,356635,23.0,"Animation ,Action ,Adventure",29.0,9.0,2006.0
7,Avatar: The Last Airbender,2,14,TV Series,8.6,4430,9.3,356635,23.0,"Animation ,Action ,Adventure",22.0,9.0,2006.0
7,Avatar: The Last Airbender,2,13,TV Series,8.9,4696,9.3,356635,23.0,"Animation ,Action ,Adventure",15.0,9.0,2006.0
7,Avatar: The Last Airbender,2,12,TV Series,8.3,4269,9.3,356635,23.0,"Animation ,Action ,Adventure",15.0,9.0,2006.0
7,Avatar: The Last Airbender,2,11,TV Series,8.7,4555,9.3,356635,23.0,"Animation ,Action ,Adventure",14.0,7.0,2006.0
7,Avatar: The Last Airbender,2,10,TV Series,8.7,4645,9.3,356635,23.0,"Animation ,Action ,Adventure",14.0,7.0,2006.0
7,Avatar: The Last Airbender,2,5,TV Series,7.4,4453,9.3,356635,23.0,"Animation ,Action ,Adventure",28.0,4.0,2006.0
7,Avatar: The Last Airbender,2,8,TV Series,9.0,4879,9.3,356635,23.0,"Animation ,Action ,Adventure",26.0,5.0,2006.0
7,Avatar: The Last Airbender,2,7,TV Series,9.5,6800,9.3,356635,23.0,"Animation ,Action ,Adventure",12.0,5.0,2006.0
7,Avatar: The Last Airbender,2,6,TV Series,9.1,5389,9.3,356635,23.0,"Animation ,Action ,Adventure",5.0,5.0,2006.0
7,Avatar: The Last Airbender,2,3,TV Series,8.2,4373,9.3,356635,23.0,"Animation ,Action ,Adventure",7.0,4.0,2006.0
7,Avatar: The Last Airbender,2,4,TV Series,7.6,4495,9.3,356635,23.0,"Animation ,Action ,Adventure",14.0,4.0,2006.0
7,Avatar: The Last Airbender,2,2,TV Series,8.1,4633,9.3,356635,23.0,"Animation ,Action ,Adventure",24.0,3.0,2006.0
7,Avatar: The Last Airbender,1,5,TV Series,8.0,5232,9.3,356635,23.0,"Animation ,Action ,Adventure",18.0,3.0,2005.0
7,Avatar: The Last Airbender,1,6,TV Series,7.8,5097,9.3,356635,23.0,"Animation ,Action ,Adventure",25.0,3.0,2005.0
7,Avatar: The Last Airbender,1,7,TV Series,8.0,4956,9.3,356635,23.0,"Animation ,Action ,Adventure",8.0,4.0,2005.0
7,Avatar: The Last Airbender,1,8,TV Series,8.8,5323,9.3,356635,23.0,"Animation ,Action ,Adventure",15.0,4.0,2005.0
7,Avatar: The Last Airbender,1,9,TV Series,7.8,4817,9.3,356635,23.0,"Animation ,Action ,Adventure",29.0,4.0,2005.0
7,Avatar: The Last Airbender,1,10,TV Series,7.6,4950,9.3,356635,23.0,"Animation ,Action ,Adventure",6.0,5.0,2005.0
7,Avatar: The Last Airbender,1,11,TV Series,6.8,5125,9.3,356635,23.0,"Animation ,Action ,Adventure",20.0,5.0,2005.0
7,Avatar: The Last Airbender,1,12,TV Series,9.0,5562,9.3,356635,23.0,"Animation ,Action ,Adventure",3.0,6.0,2005.0
7,Avatar: The Last Airbender,1,13,TV Series,9.1,5601,9.3,356635,23.0,"Animation ,Action ,Adventure",17.0,6.0,2005.0
7,Avatar: The Last Airbender,1,14,TV Series,7.7,4714,9.3,356635,23.0,"Animation ,Action ,Adventure",23.0,9.0,2005.0
7,Avatar: The Last Airbender,1,15,TV Series,7.7,4649,9.3,356635,23.0,"Animation ,Action ,Adventure",7.0,10.0,2005.0
7,Avatar: The Last Airbender,1,16,TV Series,8.4,4685,9.3,356635,23.0,"Animation ,Action ,Adventure",21.0,10.0,2005.0
7,Avatar: The Last Airbender,1,17,TV Series,7.9,4591,9.3,356635,23.0,"Animation ,Action ,Adventure",4.0,11.0,2005.0
7,Avatar: The Last Airbender,1,18,TV Series,8.6,4707,9.3,356635,23.0,"Animation ,Action ,Adventure",18.0,11.0,2005.0
7,Avatar: The Last Airbender,1,19,TV Series,9.3,5705,9.3,356635,23.0,"Animation ,Action ,Adventure",2.0,12.0,2005.0
7,Avatar: The Last Airbender,1,20,TV Series,9.6,5311,9.3,356635,23.0,"Animation ,Action ,Adventure",2.0,12.0,2005.0
7,Avatar: The Last Airbender,2,1,TV Series,8.6,4694,9.3,356635,23.0,"Animation ,Action ,Adventure",17.0,3.0,2006.0
7,Avatar: The Last Airbender,2,18,TV Series,8.5,4253,9.3,356635,23.0,"Animation ,Action ,Adventure",17.0,11.0,2006.0
7,Avatar: The Last Airbender,2,19,TV Series,9.0,4798,9.3,356635,23.0,"Animation ,Action ,Adventure",1.0,12.0,2006.0
7,Avatar: The Last Airbender,2,20,TV Series,9.6,6486,9.3,356635,23.0,"Animation ,Action ,Adventure",1.0,12.0,2006.0
7,Avatar: The Last Airbender,3,1,TV Series,8.6,4641,9.3,356635,23.0,"Animation ,Action ,Adventure",21.0,9.0,2007.0
7,Avatar: The Last Airbender,3,2,TV Series,8.3,4553,9.3,356635,23.0,"Animation ,Action ,Adventure",28.0,9.0,2007.0
7,Avatar: The Last Airbender,3,3,TV Series,7.9,4536,9.3,356635,23.0,"Animation ,Action ,Adventure",5.0,10.0,2007.0
7,Avatar: The Last Airbender,3,4,TV Series,8.8,4852,9.3,356635,23.0,"Animation ,Action ,Adventure",12.0,10.0,2007.0
